year,country_name,gdp,hte,hdi,gr_cap,labor,sec_srv,mob_sub,ter_enr,sci_art,pop,infl,ict_exp,edu_exp,fdi,trade,inet_usr,rnd_exp,p_a,cc,ge,pv,rl,rq,va,foreign_assets,new_business_density,innovation_score,competitiveness_score,ctfp,cwtfp,economic_freedom
1961,Uruguay,5.08E+11,,,0,,,,,,2562044,18.42688324,,,,1.47E+13,,,,,,,,,,-41,,,,0.999941051,1.118023992,
1962,Uruguay,5E+11,,,0,,,,,,2593298,11.99061974,,,,1.29E+13,,,,,,,,,,-1961,,,,0.970000505,1.09085989,
1963,Uruguay,5.01E+11,,,0,,,,,,2623766,19.89871481,,,,1.2E+13,,,,,,,,,,-2190,,,,0.99528867,1.089154482,
1964,Uruguay,5.14E+11,,,0,,,,,,2653180,40.35151612,,,,1.2E+13,,,,,,,,,,-4288,,,,0.986038208,1.079082012,
1965,Uruguay,5.19E+11,,,0,,,,,,2681169,62.18478631,,,,1.55E+13,,,,,,,,,,-10460,,,,0.944680154,0.975997686,
1966,Uruguay,5.35E+11,,,0,,,,,,2707646,72.31778297,,,,1.53E+13,,,,,,,,,,-3663,,,,0.95554167,1.006966829,
1967,Uruguay,5.15E+11,,,0,,,,,,2732277,78.52849075,,,,1.43E+13,,,,,,,,,,-8821,,,,0.930525422,0.997985303,
1968,Uruguay,5.25E+11,,,0,,,,,,2754606,116.2491736,,,,1.44E+13,,,,,,,,,,-5245,,,,0.917475641,0.961171567,
1969,Uruguay,5.56E+11,,,0,,,,,,2773974,27.08022719,,,,1.42E+13,,,,,,,,,,-1895,,,,0.956459522,1.01657021,
1970,Uruguay,5.69E+11,,,1.93E+12,,,,,,2790807,4.187470637,,,56711046480,1.66E+13,,,,,,,,,,-10504,,,,1.003002882,1.06376183,
1971,Uruguay,5.67E+11,,,9.41E+12,,,,,,2806462,31.6899694,,,-16764045039,1.23E+13,,,,,,,,,,-6970,,,,0.995111346,1.059096575,
1972,Uruguay,5.6E+11,,,8.36E+12,,,,,,2821644,69.16706648,,,-29158422160,1.7E+13,,,,,,,,,,-3060,,,,0.947896779,0.992453635,
1973,Uruguay,5.61E+11,,,3.78E+12,,,,,,2837133,191.5741164,,,19670323926,1.12E+13,,,,,,,,,,85892,,,,0.950859785,1.016128182,
1974,Uruguay,5.78E+11,,,8.39E+12,,,,12,,2853944,28.48703818,,,-1130504420,1.81E+13,,,,,,,,,,-18590,,,,1.011527777,1.076257586,
1975,Uruguay,6.13E+11,,,1.15E+13,,,,15,,2872320,65.97787984,,,3.92E+11,2.27E+13,,,,,,,,,,-351813,,,,1.044668674,1.131124496,
1976,Uruguay,6.37E+11,,,1.38E+13,,,,,,2891392,47.29149242,,,54716708774,2.52E+13,,,,,,,,,,-167556,,,,0.999756038,1.05814147,
1977,Uruguay,6.46E+11,,,1.39E+13,,,,17,,2909461,55.60669162,,,1.04E+12,2.75E+13,,,,,,,,,,577220,,,,0.926880836,0.986172259,
1978,Uruguay,6.81E+11,,,1.54E+13,,,,,,2925715,46.80166099,,,1.79E+12,2.72E+13,,,,,,,,,,2947505,,,,0.902254462,0.96804595,
1979,Uruguay,7.23E+11,,,1.65E+13,,,,16,,2939903,79.20819471,,1.44E+12,2.17E+12,2.75E+13,,,,,,,,,,4088448,,,,0.910146952,1.003609896,
1980,Uruguay,7.65E+11,,,1.28E+13,,,,15,,2951953,54.76270098,,1.65E+12,2.18E+12,2.73E+13,,,70,,,,,,,5302886,,,,0.933355868,1.056056261,
1981,Uruguay,7.77E+11,,,1.69E+13,,,,17,,2963246,27.34459951,,,3.42E+11,2.66E+13,,,71,,,,,,,9049439,,,,0.898792744,0.996875942,
1982,Uruguay,7.02E+11,,,1.43E+13,,,,22,,2975492,18.16226689,,,-1.05E+11,2.22E+13,,,49,,,,,,,-25273082,,,,0.797339797,0.867791831,
1983,Uruguay,6.29E+11,,,8.61E+12,,,,24,,2988778,53.73104707,,,69035852228,3.1E+13,,,40,,,,,,,-66179128,,,,0.687192082,0.693743944,
1984,Uruguay,6.22E+11,,,6.81E+12,,,,,,3002488,56.34960683,,1.48E+12,43601977946,2.98E+13,,,43,,,,,,,-115903078,,,,0.655816257,0.625045836,
1985,Uruguay,6.31E+11,,,6.08E+12,,,,,,3017037,74.01716145,,1.62E+12,-1.05E+11,3.02E+13,,,63,,,,,,,-180476474,,,,0.635500431,0.602901995,
1986,Uruguay,6.87E+11,,,6.8E+12,,,,,,3032845,70.96333508,,2.13E+12,4.32E+11,3.19E+13,,,39,,,,,,,-243890514,,,,0.706053495,0.667081416,
1987,Uruguay,7.42E+11,,,8.45E+12,,,,,,3049896,72.78399122,,,5.05E+11,3.03E+13,,,34,,,,,,,-307003900,,,,0.76988554,0.751471162,
1988,Uruguay,7.53E+11,,,1.02E+13,,,,,,3067961,74.63639178,,,4.29E+11,3E+13,,,28,,,,,,,-527644849,,,,0.743080258,0.720411062,
1989,Uruguay,7.61E+11,,,9.86E+12,,,,29,,3086255,76.07946615,,,3.4E+11,3.13E+13,,,23,,,,,,,-851169287,,,,0.731686354,0.703850567,
1990,Uruguay,7.63E+11,,0.713,9.26E+12,1321319,,,30,,3104403,106.8366765,,,3.41E+11,3.18E+13,,,,,,,,,,-1224424991,,,,0.71299988,0.684434831,
1991,Uruguay,7.91E+11,,0.717,1.06E+13,1341324,,,30,,3122354,100.8081676,,1.96E+12,2.28E+11,3.05E+13,,,34,,,,,,,856424252,,,,0.738110125,0.733890951,
1992,Uruguay,8.53E+11,,0.719,1.21E+13,1355016,,0,28,,3139702,59.6236227,,2.06E+12,74846937943,3.42E+13,,,39,,,,,,,2093040568,,,,0.778394997,0.788421988,
1993,Uruguay,8.76E+11,,0.722,1.29E+13,1341848,,0,,,3156345,47.85192889,,,5.93E+11,3.39E+13,,,29,,,,,,,3346127348,,,,0.789776385,0.810664117,
1994,Uruguay,9.4E+11,,0.727,1.37E+13,1387677,,0,,,3172834,38.95718236,,2.14E+12,8.31E+11,3.77E+13,198302,,18,,,,,,,4833638252,,,,0.826655269,0.852531016,
1995,Uruguay,9.26E+11,,0.729,1.25E+13,1422234,,1,,,3189440,41.04832687,66800000,2.33E+12,7.51E+11,3.53E+13,988726,,35,,,,,,,8396316401,,,,0.797701538,0.820044577,62.5
1996,Uruguay,9.78E+11,,0.736,1.37E+13,1457667,,2,30,166,3206324,26.43173778,63800000,2.81E+12,6.52E+11,3.87E+13,5931699,2.59E+11,25,1.124996305,0.584609449,0.623442531,0.561770856,0.84024322,0.829836369,12435574325,,,,0.811576605,0.835424542,63.7
1997,Uruguay,1.06E+12,,0.747,1.7E+13,1474748,,3,,200,3223345,27.4851661,58800000,,5.01E+11,4E+13,10830439,3.71E+11,32,,,,,,,14907534811,,,,0.793545365,0.820532262,67.5
1998,Uruguay,1.11E+12,,0.757,1.82E+13,1491601,,5,35,217,3239280,12.38390546,50000000,2.49E+12,7.18E+11,3.96E+13,22642567,2.13E+11,27,1.075736403,0.430778682,0.765376151,0.617432356,0.906548262,0.974659562,16381583645,,,,0.774356484,0.795703232,68.6
1999,Uruguay,1.09E+12,,0.76,1.66E+13,1469921,,10,33,203,3254015,3.882996065,57500000,,1.07E+12,3.64E+13,32442530,2.44E+11,27,,,,,,,19657805448,,,,0.725482106,0.742777765,68.5
2000,Uruguay,1.07E+12,,0.764,1.53E+13,1486319,,12,34,225,3266206,3.539308493,37486000,2.59E+12,1.23E+12,3.93E+13,34295163,2.24E+11,44,0.957407117,0.416957408,0.929349542,0.556891263,0.745703042,0.989812434,20605365312,,,,0.692273796,0.699284792,69.3
2001,Uruguay,1.03E+12,,0.771,1.41E+13,1526779,,16,38,235,3274251,4.826618333,43973265,2.88E+12,1.53E+12,3.74E+13,36344186,,52,,,,,,,19667972861,,,,0.671845436,0.671860158,70.7
2002,Uruguay,9.5E+11,,0.775,1.17E+13,1492289,,16,40,275,3278867,12.61627664,36178351,2.21E+12,1.26E+12,3.8E+13,37379084,2.26E+11,30,0.945743263,0.588606656,0.838327348,0.674292743,0.55635494,1.054346561,-14815592845,,,,0.639889598,0.605311394,68.7
2003,Uruguay,9.58E+11,,0.78,1.2E+13,1475293,,15,42,283,3281186,16.54163515,26435300,1.98E+12,3.2E+12,4.96E+13,52170857,,45,1.101403475,0.456945091,0.711256564,0.656516373,0.311726302,0.992518246,30958980996,,,,0.634184062,0.589399815,69.8
2004,Uruguay,1.01E+12,,0.779,1.45E+13,1489512,,18,43,308,3283148,10.105056,87441409,2.52E+12,2.6E+12,6.21E+13,56141831,,37,0.894058406,0.303184807,0.590961158,0.456370503,0.299977809,0.842710495,45630341996,,,,0.625887632,0.58256799,66.7
2005,Uruguay,1.08E+12,,0.778,1.79E+13,1495508,,35,44,353,3285771,0.677868374,100420421,2.93E+12,5.14E+12,6.36E+13,66043997,4.97E+11,24,1.081768513,0.492236137,0.777662575,0.458849579,0.41782546,0.885737658,78045284659,,,,0.644437551,0.593610644,66.9
2006,Uruguay,1.13E+12,,0.777,2.06E+13,1563527,,70,45,364,3289506,7.41439913,141524429,3.23E+12,8.63E+12,7E+13,96711476,4.11E+11,31,1.130043507,0.379883677,0.898599565,0.551547348,0.401181012,1.030710816,1.33E+11,1.777164959,,,0.649482846,0.624554515,65.3
2007,Uruguay,1.2E+12,49306192,0.78,2.23E+13,1617437,,90,50,387,3295153,10.31496818,172329229,,6.85E+12,7.11E+13,112035202,5.06E+11,35,1.280935764,0.56316489,0.835530937,0.600704789,0.380375654,1.04552269,1.61E+11,1.834956582,,,0.674940169,0.654606879,68.4
2008,Uruguay,1.29E+12,82005246,0.783,2.65E+13,1630866,,105,51,442,3302177,8.902388578,204729710,,8.88E+12,8.41E+13,129775556,4.83E+11,33,1.345951676,0.541956723,0.845082819,0.613664508,0.396923661,1.062144518,2.13E+11,1.505167394,,,0.692600965,0.707545519,67.9
2009,Uruguay,1.34E+12,81823095,0.787,2.51E+13,1659322,,123,51,484,3310091,8.617074545,176394880,,6.57E+12,7.15E+13,138361804,5.39E+11,30,1.250004292,0.624378562,0.789260983,0.755774736,0.505946875,1.105794072,2.16E+11,1.488544298,,,0.697776914,0.695171952,69.1
2010,Uruguay,1.44E+12,116183374,0.796,2.75E+13,1657841,36.16004436,132,52,501,3318580,5.746856984,207543062,,7.52E+12,7.44E+13,153982112,4.74E+11,23,1.297701478,0.633332193,0.824986041,0.786790609,0.599306583,1.146545172,2.52E+11,2.272199011,,,0.729525447,0.720186412,69.8
2011,Uruguay,1.52E+12,136348947,0.801,2.91E+13,1712866,59.2156185,142,53,577,3326825,9.875420246,212381122,6.31E+12,8.12E+12,8.09E+13,170998805,5.01E+11,20,1.289977908,0.539623916,0.957096934,0.731594443,0.609196186,1.12143147,3E+11,2.633750833,34.18,,0.751147389,0.755635858,70
2012,Uruguay,1.57E+12,198244859,0.804,3.48E+13,1702318,85.44699723,148,55,585,3335401,9.412912474,259841867,6.43E+12,1.85E+13,8.64E+13,181779354,4.84E+11,22,1.378116846,0.415858507,0.709167778,0.614688694,0.599089086,1.06096673,3.25E+11,3.13035731,35.1,46.7,0.749371588,0.779204488,69.9
2013,Uruguay,1.65E+12,193922905,0.812,3.6E+13,1702341,115.3844889,156,60,597,3345337,8.999246669,275983906,6.99E+12,2.65E+12,8.2E+13,193025945,4.8E+11,,1.397225738,0.397321582,0.804738224,0.576609135,0.715800822,1.085201025,3.95E+11,1.777164959,38.08,47.2,0.747372985,0.783127427,69.7
2014,Uruguay,1.7E+12,178779702,0.816,3.64E+13,1739514,159.9959956,162,60,740,3356334,10.2206566,325106360,7.25E+12,1.13E+13,8.34E+13,206414541,5.39E+11,37,1.388093233,0.43504113,0.991879582,0.761607766,0.723710597,1.107816458,4.82E+11,1.834956582,34.76,48.9,0.756103337,0.77221787,69.3
2015,Uruguay,1.7E+12,273945030,0.818,3.36E+13,1724536,188.5382408,152,58,697,3368017,9.855420322,439119302,7.15E+12,7.88E+12,7.71E+13,217573898,5.97E+11,26,1.300400257,0.454686135,0.994889319,0.73654294,0.588026166,1.143341541,6.03E+11,1.505167394,35.76,46.5,0.739623904,0.737899184,68.6
2016,Uruguay,1.73E+12,153433874,0.821,2.93E+13,1725355,313.9719284,150,60,857,3379283,8.165458352,422147731,7.55E+12,-1.55E+12,8.39E+13,224384391,6.47E+11,,1.247056723,0.504967213,1.048521757,0.61905545,0.681275368,1.163006306,5.75E+11,1.777164959,34.28,47.3,0.733200133,0.714780629,68.8
2016,Uruguay,1.73E+12,153433874,0.821,2.93E+13,1725355,313.9719284,150,60,857,3379283,8.165458352,422147731,7.55E+12,-1.55E+12,8.39E+13,224384391,6.47E+11,,1.247056723,0.504967213,1.048521757,0.61905545,0.681275368,1.163006306,5.75E+11,1.777164959,34.28,58.8,0.733200133,0.714780629,68.8
2016,Uruguay,1.73E+12,153433874,0.821,2.93E+13,1725355,313.9719284,150,60,857,3379283,8.165458352,422147731,7.55E+12,-1.55E+12,8.39E+13,224384391,6.47E+11,,1.247056723,0.504967213,1.048521757,0.61905545,0.681275368,1.163006306,5.75E+11,1.777164959,34.28,47.3,0.733200133,0.714780629,68.8
2016,Uruguay,1.73E+12,153433874,0.821,2.93E+13,1725355,313.9719284,150,60,857,3379283,8.165458352,422147731,7.55E+12,-1.55E+12,8.39E+13,224384391,6.47E+11,,1.247056723,0.504967213,1.048521757,0.61905545,0.681275368,1.163006306,5.75E+11,1.777164959,34.28,58.8,0.733200133,0.714780629,68.8
2017,Uruguay,1.76E+12,129215276,0.827,2.86E+13,1721302,1119.394836,149,60,802,3388438,5.680171409,804848140,7.78E+12,7.27E+12,8.16E+13,238207191,7.75E+11,23,1.253417969,0.404940635,1.04009223,0.557142913,0.644548297,1.167353868,6.29E+11,1.834956582,34.53,47.8595479,0.712026119,0.677519083,69.7
2018,Uruguay,1.77E+12,120520508,0.826,2.61E+13,1718627,1600.219647,130,60,926,3394534,7.525560057,879226200,8.15E+12,4.68E+12,8.46E+13,273938894,8.94E+11,,1.207652926,0.504864872,1.02414608,0.570747197,0.623031616,1.191080928,7.18E+11,1.505167394,34.2,47.99511088,0.697344065,0.679448724,69.2
2019,Uruguay,1.78E+12,115769162,0.83,2.58E+13,1727294,1843.279448,132,62,995,3397206,8.25633406,1050211984,8.24E+12,4.2E+12,8.85E+13,283326980,1.01E+12,,1.195396781,0.643020868,1.028297067,0.60346806,0.613631606,1.225027561,8.41E+11,1.488544298,34.32,47.19474836,0.693408728,0.669247806,68.6
2020,Uruguay,1.65E+12,113936601,0.837,2.54E+13,1669635,1964.419789,133,65,980,3398968,10.97664321,1025064823,7.5E+12,2.99E+12,7.7E+13,290611764,1.11E+12,,1.3646667,0.73021096,1.054964304,0.647405028,0.687180042,1.306770444,1.1E+12,2.272199011,40.75,51.99123468,,,69.1
2020,Uruguay,1.65E+12,113936601,0.837,2.54E+13,1669635,1964.419789,133,65,980,3398968,10.97664321,1025064823,7.5E+12,2.99E+12,7.7E+13,290611764,1.11E+12,,1.3646667,0.73021096,1.054964304,0.647405028,0.687180042,1.306770444,1.1E+12,2.272199011,20.92,51.99123468,,,69.1
2020,Uruguay,1.65E+12,113936601,0.837,2.54E+13,1669635,1964.419789,133,65,980,3398968,10.97664321,1025064823,7.5E+12,2.99E+12,7.7E+13,290611764,1.11E+12,,1.3646667,0.73021096,1.054964304,0.647405028,0.687180042,1.306770444,1.1E+12,2.272199011,30.84,51.99123468,,,69.1
2020,Uruguay,1.65E+12,113936601,0.837,2.54E+13,1669635,1964.419789,133,65,980,3398968,10.97664321,1025064823,7.5E+12,2.99E+12,7.7E+13,290611764,1.11E+12,,1.3646667,0.73021096,1.054964304,0.647405028,0.687180042,1.306770444,1.1E+12,2.272199011,40.75,51.99123468,,,69.1
2020,Uruguay,1.65E+12,113936601,0.837,2.54E+13,1669635,1964.419789,133,65,980,3398968,10.97664321,1025064823,7.5E+12,2.99E+12,7.7E+13,290611764,1.11E+12,,1.3646667,0.73021096,1.054964304,0.647405028,0.687180042,1.306770444,1.1E+12,2.272199011,40.75,51.99123468,,,69.1
2020,Uruguay,1.65E+12,113936601,0.837,2.54E+13,1669635,1964.419789,133,65,980,3398968,10.97664321,1025064823,7.5E+12,2.99E+12,7.7E+13,290611764,1.11E+12,,1.3646667,0.73021096,1.054964304,0.647405028,0.687180042,1.306770444,1.1E+12,2.272199011,20.92,51.99123468,,,69.1
2020,Uruguay,1.65E+12,113936601,0.837,2.54E+13,1669635,1964.419789,133,65,980,3398968,10.97664321,1025064823,7.5E+12,2.99E+12,7.7E+13,290611764,1.11E+12,,1.3646667,0.73021096,1.054964304,0.647405028,0.687180042,1.306770444,1.1E+12,2.272199011,30.84,51.99123468,,,69.1
2020,Uruguay,1.65E+12,113936601,0.837,2.54E+13,1669635,1964.419789,133,65,980,3398968,10.97664321,1025064823,7.5E+12,2.99E+12,7.7E+13,290611764,1.11E+12,,1.3646667,0.73021096,1.054964304,0.647405028,0.687180042,1.306770444,1.1E+12,2.272199011,40.75,51.99123468,,,69.1
2020,Uruguay,1.65E+12,113936601,0.837,2.54E+13,1669635,1964.419789,133,65,980,3398968,10.97664321,1025064823,7.5E+12,2.99E+12,7.7E+13,290611764,1.11E+12,,1.3646667,0.73021096,1.054964304,0.647405028,0.687180042,1.306770444,1.1E+12,2.272199011,40.75,51.99123468,,,69.1
2020,Uruguay,1.65E+12,113936601,0.837,2.54E+13,1669635,1964.419789,133,65,980,3398968,10.97664321,1025064823,7.5E+12,2.99E+12,7.7E+13,290611764,1.11E+12,,1.3646667,0.73021096,1.054964304,0.647405028,0.687180042,1.306770444,1.1E+12,2.272199011,20.92,51.99123468,,,69.1
2020,Uruguay,1.65E+12,113936601,0.837,2.54E+13,1669635,1964.419789,133,65,980,3398968,10.97664321,1025064823,7.5E+12,2.99E+12,7.7E+13,290611764,1.11E+12,,1.3646667,0.73021096,1.054964304,0.647405028,0.687180042,1.306770444,1.1E+12,2.272199011,30.84,51.99123468,,,69.1
2020,Uruguay,1.65E+12,113936601,0.837,2.54E+13,1669635,1964.419789,133,65,980,3398968,10.97664321,1025064823,7.5E+12,2.99E+12,7.7E+13,290611764,1.11E+12,,1.3646667,0.73021096,1.054964304,0.647405028,0.687180042,1.306770444,1.1E+12,2.272199011,40.75,51.99123468,,,69.1
2020,Uruguay,1.65E+12,113936601,0.837,2.54E+13,1669635,1964.419789,133,65,980,3398968,10.97664321,1025064823,7.5E+12,2.99E+12,7.7E+13,290611764,1.11E+12,,1.3646667,0.73021096,1.054964304,0.647405028,0.687180042,1.306770444,1.1E+12,2.272199011,40.75,51.99123468,,,69.1
2020,Uruguay,1.65E+12,113936601,0.837,2.54E+13,1669635,1964.419789,133,65,980,3398968,10.97664321,1025064823,7.5E+12,2.99E+12,7.7E+13,290611764,1.11E+12,,1.3646667,0.73021096,1.054964304,0.647405028,0.687180042,1.306770444,1.1E+12,2.272199011,20.92,51.99123468,,,69.1
2020,Uruguay,1.65E+12,113936601,0.837,2.54E+13,1669635,1964.419789,133,65,980,3398968,10.97664321,1025064823,7.5E+12,2.99E+12,7.7E+13,290611764,1.11E+12,,1.3646667,0.73021096,1.054964304,0.647405028,0.687180042,1.306770444,1.1E+12,2.272199011,30.84,51.99123468,,,69.1
2020,Uruguay,1.65E+12,113936601,0.837,2.54E+13,1669635,1964.419789,133,65,980,3398968,10.97664321,1025064823,7.5E+12,2.99E+12,7.7E+13,290611764,1.11E+12,,1.3646667,0.73021096,1.054964304,0.647405028,0.687180042,1.306770444,1.1E+12,2.272199011,40.75,51.99123468,,,69.1
2021,Uruguay,1.74E+12,132818761,0.837,3.08E+13,1722127,2491.53957,137,75,1189,3396695,11.18062196,980333904,7.76E+12,1.48E+13,9.89E+13,297550482,1.07E+12,,1.585964561,0.799662232,1.045971751,0.698062181,0.719142973,1.286414266,1.24E+12,2.633750833,32.23336141,51.26044402,,,69.3
2022,Uruguay,1.83E+12,185880308,0.852,3.51E+13,1733922,4678.386028,139,76,1058,3390913,4.244653551,1231522924,8.25E+12,2.26E+13,1.08E+14,304843079,1.15E+12,,1.610502005,0.849587679,1.085829616,0.767947495,0.713579416,1.284923434,1.06E+12,3.13035731,29.21244868,50.60152259,,,70
2023,Uruguay,1.83E+12,188475643,0.862,3.18E+13,1761109,4353.201709,,,,3388081,3.43097019,1266028477,,-1.3E+13,9.47E+13,304588482,,,1.57394731,0.850249708,0.964887142,0.717662573,0.675111055,1.283793807,1.03E+12,,30.03494172,50.92442377,,,70.2
2024,Uruguay,,,,,1767639,,,,,,,,,,,,,,,,,,,,1.22E+12,,29.13088916,51.84347395,,,69.8
2025,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.2
1960,Uzbekistan,,,,,,,,,,8209109,,,,,,,,,,,,,,,,,,,,,
1961,Uzbekistan,,,,,,,,,,8517711,,,,,,,,,,,,,,,,,,,,,
1962,Uzbekistan,,,,,,,,,,8854368,,,,,,,,,,,,,,,,,,,,,
1963,Uzbekistan,,,,,,,,,,9202246,,,,,,,,,,,,,,,,,,,,,
1964,Uzbekistan,,,,,,,,,,9557611,,,,,,,,,,,,,,,,,,,,,
1965,Uzbekistan,,,,,,,,,,9921681,,,,,,,,,,,,,,,,,,,,,
1966,Uzbekistan,,,,,,,,,,10289294,,,,,,,,,,,,,,,,,,,,,
1967,Uzbekistan,,,,,,,,,,10659180,,,,,,,,,,,,,,,,,,,,,
1968,Uzbekistan,,,,,,,,,,11032155,,,,,,,,,,,,,,,,,,,,,
1969,Uzbekistan,,,,,,,,,,11403150,,,,,,,,,,,,,,,,,,,,,
1970,Uzbekistan,,,,,,,,,,11762638,,,,,,,,,,,,,,,,,,,,,
1971,Uzbekistan,,,,,,,,,,12111511,,,,,,,,,,,,,,,,,,,,,
1972,Uzbekistan,,,,,,,,,,12465106,,,,,,,,,,,,,,,,,,,,,
1973,Uzbekistan,,,,,,,,,,12831047,,,,,,,,,,,,,,,,,,,,,
1974,Uzbekistan,,,,,,,,,,13209011,,,,,,,,,,,,,,,,,,,,,
1975,Uzbekistan,,,,,,,,,,13598521,,,,,,,,,,,,,,,,,,,,,
1976,Uzbekistan,,,,,,,,,,13998620,,,,,,,,,,,,,,,,,,,,,
1977,Uzbekistan,,,,,,,,,,14408822,,,,,,,,,,,,,,,,,,,,,
1978,Uzbekistan,,,,,,,,,,14816349,,,,,,,,,,,,,,,,,,,,,
1979,Uzbekistan,,,,,,,,,,15215587,,,,,,,,,,,,,,,,,,,,,
1980,Uzbekistan,,,,,,,,,,15619936,,,,,,,,,,,,,,,,,,,,,
1981,Uzbekistan,,,,,,,,,,16035032,,,,,,,,,,,,,,,,,,,,,
1982,Uzbekistan,,,,,,,,,,16462736,,,,,,,,,,,,,,,,,,,,,
1983,Uzbekistan,,,,,,,,,,16908400,,,,,,,,,,,,,,,,,,,,,
1984,Uzbekistan,,,,,,,,,,17378846,,,,,,,,,,,,,,,,,,,,,
1985,Uzbekistan,,,,,,,,,,17875339,,,,,,,,,,,,,,,,,,,,,
1986,Uzbekistan,,,,,,,,15,,18395621,,,,,,,,,,,,,,,,,,,,,
1987,Uzbekistan,3.64E+13,,,,,,,,,18930070,,,,,,,,,,,,,,,,,,,,,
1988,Uzbekistan,3.98E+13,,,,,,,16,,19460630,-1.307079737,,,,,,,,,,,,,,,,,,,,
1989,Uzbekistan,4.1E+13,,,,,,,16,,19977183,1.380533293,,,,,,,,,,,,,,,,,,,,
1990,Uzbekistan,4.16E+13,,,,7324634,,,17,,20464956,3.979689353,,,,,,,,,,,,,,,,,,,,
1991,Uzbekistan,4.14E+13,,,,7536702,,,17,,20962910,90.72728,,,,,,,,,,,,,,,,,,,,
1992,Uzbekistan,3.68E+13,,,1.62E+15,7896768,,,16,,21485090,712.1492603,,,2.56E+12,,,,,,,,,,,,,,,,,
1993,Uzbekistan,3.59E+13,,,5.26E+14,8141120,,0,,,21987955,1078.882855,,,1.32E+13,,,,2136,,,,,,,,,,,,,
1994,Uzbekistan,3.41E+13,,,6.21E+14,8427222,,0,,,22463291,1238.595271,,,1.93E+13,,,,1061,,,,,,,,,,,,,
1995,Uzbekistan,3.38E+13,,,8.18E+14,8665686,,0,,,22917589,370.9439533,,,-6.08E+12,,35064,,1039,,,,,,,,,,,,,
1996,Uzbekistan,3.43E+13,,,7.89E+14,8880669,,0,,380,23351981,81.55525469,,,2.21E+13,,100180,,914,-1.128820658,-1.20064342,-0.543731749,-1.239178658,-1.776772618,-1.600370407,,,,,,,
1997,Uzbekistan,3.61E+13,,,1.02E+15,9060095,,0,,417,23758960,66.08706781,,,4.08E+13,2.06E+15,249469,,815,,,,,,,,,,,,,
1998,Uzbekistan,3.77E+13,,,1.06E+15,9261153,,0,,372,24134929,38.99795559,,,3.51E+13,1.71E+15,502007,,721,-1.134654045,-1.205540299,-0.68304944,-1.25742805,-2.021319866,-1.758488417,,,,,,,31.5
1999,Uzbekistan,3.93E+13,,,9.92E+14,9463885,,0,13,348,24476008,44.11536328,,,2.79E+13,1.44E+15,751413,,767,,,,,,,,,,,,,33.8
2000,Uzbekistan,4.08E+13,,0.603,9.33E+14,9683641,,0,13,363,24787054,47.29261521,,,2.21E+13,1.8E+15,11996934,1.47E+13,755,-1.080414772,-1.019983292,-1.301950455,-1.200798869,-2.242905617,-1.833386779,,,,,,,38.1
2001,Uzbekistan,4.25E+13,,0.61,1.14E+15,9909318,,1,13,423,25090283,45.23947628,,,3.09E+13,2.41E+15,15003989,1.47E+13,803,,,,,,,,,,,,,38.2
2002,Uzbekistan,4.42E+13,,0.618,9.06E+14,10145939,,1,14,372,25399980,45.48312751,,,2.98E+13,2.61E+15,27431978,1.3E+13,715,-0.964738905,-1.208393455,-1.056883574,-1.440067172,-1.510510683,-1.80931139,,,,,,,38.5
2003,Uzbekistan,4.61E+13,,0.625,9.26E+14,10374298,,1,14,317,25711259,26.7651832,,,3.76E+13,3.25E+15,49108505,1.24E+13,931,-0.914871931,-1.188411355,-1.29919517,-1.246617198,-1.423900008,-1.7646029,,,,,,,38.3
2004,Uzbekistan,4.95E+13,,0.632,1.06E+15,10552196,,2,14,376,26029350,15.91827427,,,7.27E+13,3.79E+15,67416016,1.34E+13,273,-1.068812013,-1.202032804,-1.455516696,-1.336809754,-1.581190109,-1.78085947,,,,,,,39.1
2005,Uzbekistan,5.29E+13,,0.638,1.05E+15,10738756,,3,10,350,26356975,21.43086656,1336500,,7.89E+13,3.68E+15,88032296,1.26E+13,264,-1.229637623,-1.224595666,-1.957895637,-1.478708982,-1.513823986,-1.930238962,,,,,,,45.8
2006,Uzbekistan,5.69E+13,,0.644,1.23E+15,10925401,,9,10,323,26699043,23.46580829,1337700,,6.8E+13,3.84E+15,170606885,1.27E+13,323,-1.016335964,-1.185932159,-1.784659505,-1.453594685,-1.628457427,-2.071797371,,0.534914851,,,,,48.7
2007,Uzbekistan,6.23E+13,,0.658,1.46E+15,11092778,,21,10,333,27076008,21.89709993,2091750,,1.86E+14,4.64E+15,202799300,1.35E+13,324,-1.033785582,-1.139973164,-1.362033367,-1.224704981,-1.506052732,-2.117637873,,0.560135238,,,,,51.5
2008,Uzbekistan,6.79E+13,,0.663,1.82E+15,11269921,,45,10,307,27494774,26.79158498,63177810,,1.26E+14,5.41E+15,249652548,1.31E+13,262,-1.06285727,-0.899454832,-1.207106471,-1.17363584,-1.363840461,-2.100142717,,0.54945414,,,,,51.9
2009,Uzbekistan,7.34E+13,,0.672,2.08E+15,11462886,,58,10,341,27939328,17.26156513,65889320,,1.34E+14,5.04E+15,332478003,1.49E+13,238,-1.276073456,-0.647138357,-0.950552523,-1.326195478,-1.469173312,-2.102610588,,0.756162837,,,,,50.5
